category,idx,id,minute,event
Manage or edit data,11,82,66.93601666688919,"{
    ""action"": ""tabui:change-aggregation-ui"",
    ""timestamp"": 1410133151.585,
    ""parameters"": {
        ""aggregation"": ""average""
    }
}"
Manage or edit data,11,83,67.21449999809265,"{
    ""action"": ""tabui:view-data"",
    ""timestamp"": 1410133168.294,
    ""parameters"": {
        ""worksheet"": ""Length of Delays Map"",
        ""selector"": {}
    }
}"
Manage or edit data,11,84,67.35175000031789,"{
    ""action"": ""tabui:view-data"",
    ""timestamp"": 1410133176.529,
    ""parameters"": {
        ""worksheet"": ""Length of Delays Map""
    }
}"
Edit story or dashboard,15,85,68.94151666561763,"{
    ""action"": ""tabdoc:pane-zoom-pan"",
    ""timestamp"": 1410133271.915,
    ""parameters"": {
        ""zoom-in"": ""true"",
        ""worksheet"": ""Length of Delays Map"",
        ""pan-location"": {
            ""y"": 298,
            ""x"": 656
        }
    }
}"
Manage or edit data,11,86,69.12291666666667,"{
    ""action"": ""tabui:view-data"",
    ""timestamp"": 1410133282.799,
    ""parameters"": {
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,87,70.08444999853769,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133340.491,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,88,70.17376666466394,"{
    ""action"": ""tabdoc:pane-zoom"",
    ""timestamp"": 1410133345.85,
    ""parameters"": {
        ""zoom-in"": ""true"",
        ""pane-resolver-location"": {
            ""y"": 367,
            ""x"": 314
        },
        ""drag-rect"": {
            ""y"": 360,
            ""x"": 283,
            ""w"": 64,
            ""h"": 16
        },
        ""focus"": ""false"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,89,70.20803333123526,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133347.906,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,90,70.22888333400091,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133349.157,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,91,70.2409500002861,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133349.881,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,92,70.24956666628519,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133350.398,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,93,70.26153333187104,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133351.116,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,94,70.43634999990464,"{
    ""action"": ""tabdoc:pane-zoom"",
    ""timestamp"": 1410133361.605,
    ""parameters"": {
        ""zoom-in"": ""true"",
        ""pane-resolver-location"": {
            ""y"": 361,
            ""x"": 570
        },
        ""drag-rect"": {
            ""y"": 138,
            ""x"": 260,
            ""w"": 621,
            ""h"": 448
        },
        ""focus"": ""false"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,95,70.56108333269755,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133369.089,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""0.5"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Adjust GUI,12,96,70.69013333320618,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133376.832,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Drag or drop field,17,97,71.28530000050863,"{
    ""action"": ""tabui:drop-ui"",
    ""timestamp"": 1410133412.542,
    ""parameters"": {
        ""shelf-drop-target-position"": {
            ""shelf-type"": ""encoding-shelf"",
            ""shelf-pos-index"": 0,
            ""is-override"": true,
            ""encoding-type"": ""color-encoding""
        },
        ""drop-target"": ""drag-drop-viz"",
        ""drag-description"": """",
        ""field-encodings"": [
            {
                ""encoding-type"": ""invalid-encoding"",
                ""fn"": {
                    ""table"": ""textscan.41886.512368854200"",
                    ""relation"": {
                        ""aggregate"": ""sum"",
                        ""column"": ""DepDelay"",
                        ""relation"": ""sum:DepDelay:qk"",
                        ""tabscale"": ""qk""
                    }
                }
            }
        ],
        ""shelf-drop-context"": ""none"",
        ""is-right-drag"": ""false"",
        ""is-dead-drop"": ""false"",
        ""target-sheet"": ""Length of Delays Map"",
        ""drag-source"": ""drag-drop-schema"",
        ""is-copy"": ""false"",
        ""shelf-drag-source-position"": {
            ""is-override"": false
        }
    }
}"
Manage or edit data,11,98,71.3993166645368,"{
    ""action"": ""tabui:change-aggregation-ui"",
    ""timestamp"": 1410133419.383,
    ""parameters"": {
        ""aggregation"": ""average""
    }
}"
Fix vis appearance,13,99,71.46086666584014,"{
    ""action"": ""tabui:color-legend-edit-ui"",
    ""timestamp"": 1410133423.076,
    ""parameters"": {
        ""legend-columns"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ]
    }
}"
Adjust GUI,12,100,72.69643333355586,"{
    ""action"": ""tabdoc:pane-zoom"",
    ""timestamp"": 1410133497.21,
    ""parameters"": {
        ""zoom-in"": ""true"",
        ""pane-resolver-location"": {
            ""y"": 339,
            ""x"": 556
        },
        ""drag-rect"": {
            ""y"": 128,
            ""x"": 172,
            ""w"": 769,
            ""h"": 423
        },
        ""focus"": ""false"",
        ""worksheet"": ""Length of Delays Map""
    }
}"
Fix vis appearance,13,101,72.87791666587194,"{
    ""action"": ""tabui:color-legend-edit-ui"",
    ""timestamp"": 1410133508.099,
    ""parameters"": {
        ""legend-columns"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ]
    }
}"
Fix vis appearance,13,102,73.14901666641235,"{
    ""action"": ""tabui:color-legend-edit-ui"",
    ""timestamp"": 1410133524.365,
    ""parameters"": {
        ""legend-columns"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ]
    }
}"
New sheet or dashboard,4,103,73.8997499982516,"{
    ""action"": ""tabui:new-dashboard-ui"",
    ""timestamp"": 1410133569.409,
    ""parameters"": {
        ""position"": ""8""
    }
}"
Edit story or dashboard,15,104,74.03356666564942,"{
    ""action"": ""tabdoc:drop-on-dashboard"",
    ""timestamp"": 1410133577.438,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 474,
            ""x"": 393
        },
        ""worksheet"": ""Length of Delays Map"",
        ""add-as-floating"": ""false"",
        ""zone-type"": ""viz""
    }
}"
Edit story or dashboard,15,105,74.07579999764761,"{
    ""action"": ""tabdoc:drop-on-dashboard"",
    ""timestamp"": 1410133579.972,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 63,
            ""x"": 257
        },
        ""worksheet"": ""Number of Delays Map"",
        ""add-as-floating"": ""false"",
        ""zone-type"": ""viz""
    }
}"
Annotate vis,8,106,74.418783334891,"{
    ""action"": ""tabui:view-legend"",
    ""timestamp"": 1410133600.551,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[cnt:DepDelay:qk]""
        ],
        ""legend-type"": ""size""
    }
}"
Edit story or dashboard,15,107,74.41880000034968,"{
    ""action"": ""tabdoc:show-legend-on-dashboard"",
    ""timestamp"": 1410133600.552,
    ""parameters"": {
        ""zone-param"": ""[textscan.41886.512368854200].[cnt:DepDelay:qk]"",
        ""show-legend"": ""false"",
        ""legend-type"": ""size""
    }
}"
Adjust GUI,12,108,74.7167833328247,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133618.431,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""0.5"",
        ""dashboard"": ""Dashboard 3"",
        ""worksheet"": ""Number of Delays Map""
    }
}"
Adjust GUI,12,109,74.74253333409628,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133619.976,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""dashboard"": ""Dashboard 3"",
        ""worksheet"": ""Number of Delays Map""
    }
}"
Adjust GUI,12,110,74.89283333222072,"{
    ""action"": ""tabdoc:pane-zoom"",
    ""timestamp"": 1410133628.994,
    ""parameters"": {
        ""zoom-in"": ""true"",
        ""worksheet"": ""Number of Delays Map"",
        ""focus"": ""false"",
        ""pane-resolver-location"": {
            ""y"": 163,
            ""x"": 352
        },
        ""dashboard"": ""Dashboard 3"",
        ""drag-rect"": {
            ""y"": 46,
            ""x"": 91,
            ""w"": 523,
            ""h"": 235
        }
    }
}"
Adjust GUI,12,111,74.92993333339692,"{
    ""action"": ""tabdoc:pane-zoom-factor"",
    ""timestamp"": 1410133631.22,
    ""parameters"": {
        ""pane-resolver-location"": {
            ""y"": 1,
            ""x"": 1
        },
        ""zoom-factor"": ""2"",
        ""dashboard"": ""Dashboard 3"",
        ""worksheet"": ""Number of Delays Map""
    }
}"
Adjust GUI,12,112,75.13169999917348,"{
    ""action"": ""tabdoc:pane-zoom"",
    ""timestamp"": 1410133643.326,
    ""parameters"": {
        ""zoom-in"": ""true"",
        ""worksheet"": ""Number of Delays Map"",
        ""focus"": ""false"",
        ""pane-resolver-location"": {
            ""y"": 202,
            ""x"": 473
        },
        ""dashboard"": ""Dashboard 3"",
        ""drag-rect"": {
            ""y"": 101,
            ""x"": 246,
            ""w"": 456,
            ""h"": 203
        }
    }
}"
Fix vis appearance,13,113,75.34423333406448,"{
    ""action"": ""tabui:view-card"",
    ""timestamp"": 1410133656.078,
    ""parameters"": {
        ""id"": ""32841""
    }
}"
Fix vis appearance,13,114,75.36540000041326,"{
    ""action"": ""tabui:view-card"",
    ""timestamp"": 1410133657.348,
    ""parameters"": {
        ""id"": ""32841""
    }
}"
Edit story or dashboard,15,115,75.4444000005722,"{
    ""action"": ""tabdoc:set-dashboard-size"",
    ""timestamp"": 1410133662.088,
    ""parameters"": {
        ""max-height"": ""600"",
        ""max-width"": ""1000"",
        ""min-height"": ""600"",
        ""dashboard"": ""Dashboard 3"",
        ""min-width"": ""1000""
    }
}"
Edit story or dashboard,15,116,75.52418333292007,"{
    ""action"": ""tabdoc:set-dashboard-size"",
    ""timestamp"": 1410133666.875,
    ""parameters"": {
        ""max-height"": ""700"",
        ""max-width"": ""1000"",
        ""min-height"": ""700"",
        ""dashboard"": ""Dashboard 3"",
        ""min-width"": ""1000""
    }
}"
Interact with vis,16,117,75.59486666520436,"{
    ""action"": ""tabdoc:clear-legend-selection"",
    ""timestamp"": 1410133671.116,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ],
        ""worksheet"": ""Length of Delays Map"",
        ""dashboard"": ""Dashboard 3"",
        ""legend-type"": ""size""
    }
}"
Interact with vis,16,118,75.60513333479564,"{
    ""action"": ""tabdoc:clear-legend-selection"",
    ""timestamp"": 1410133671.732,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ],
        ""worksheet"": ""Length of Delays Map"",
        ""dashboard"": ""Dashboard 3"",
        ""legend-type"": ""size""
    }
}"
Fix vis appearance,13,119,75.64709999958674,"{
    ""action"": ""tabui:format-legends-ui"",
    ""timestamp"": 1410133674.25
}"
Edit story or dashboard,15,120,75.74161666631699,"{
    ""action"": ""tabdoc:toggle-freeform-zone"",
    ""timestamp"": 1410133679.921,
    ""parameters"": {
        ""zone-id"": ""7""
    }
}"
Edit story or dashboard,15,121,75.7881500005722,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133682.713,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 482,
            ""x"": 762
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""7"",
        ""grab-location"": {
            ""y"": 149,
            ""x"": 887
        }
    }
}"
Edit story or dashboard,15,122,75.88300000031789,"{
    ""action"": ""tabdoc:toggle-freeform-zone"",
    ""timestamp"": 1410133688.404,
    ""parameters"": {
        ""zone-id"": ""6""
    }
}"
Edit story or dashboard,15,123,75.92858333190283,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133691.139,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 397,
            ""x"": 922
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""6"",
        ""grab-location"": {
            ""y"": 22,
            ""x"": 890
        }
    }
}"
Edit story or dashboard,15,124,76.02424999872844,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133696.879,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 528,
            ""x"": 905
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""7"",
        ""grab-location"": {
            ""y"": 481,
            ""x"": 754
        }
    }
}"
Annotate vis,8,125,76.12378333409627,"{
    ""action"": ""tabui:view-legend"",
    ""timestamp"": 1410133702.851,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[cnt:DepDelay:qk]""
        ],
        ""legend-type"": ""size""
    }
}"
Edit story or dashboard,15,126,76.12378333409627,"{
    ""action"": ""tabdoc:show-legend-on-dashboard"",
    ""timestamp"": 1410133702.851,
    ""parameters"": {
        ""zone-param"": ""[textscan.41886.512368854200].[cnt:DepDelay:qk]"",
        ""show-legend"": ""true"",
        ""legend-type"": ""size""
    }
}"
Interact with vis,16,127,76.26504999796549,"{
    ""action"": ""tabdoc:select-legend-item"",
    ""timestamp"": 1410133711.327,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ],
        ""worksheet"": ""Length of Delays Map"",
        ""dashboard"": ""Dashboard 3"",
        ""legend-type"": ""size""
    }
}"
Edit story or dashboard,15,128,76.30008333126703,"{
    ""action"": ""tabdoc:move-free-form-zone"",
    ""timestamp"": 1410133713.429,
    ""parameters"": {
        ""y"": ""381"",
        ""h"": ""134"",
        ""zone-id"": ""6"",
        ""w"": ""140"",
        ""x"": ""847""
    }
}"
Edit story or dashboard,15,129,76.38878333171209,"{
    ""action"": ""tabdoc:toggle-freeform-zone"",
    ""timestamp"": 1410133718.751,
    ""parameters"": {
        ""zone-id"": ""7""
    }
}"
Edit story or dashboard,15,130,76.46266666650772,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133723.184,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 241,
            ""x"": 939
        },
        ""add-as-floating"": ""false"",
        ""zone-id"": ""7"",
        ""grab-location"": {
            ""y"": 4,
            ""x"": 629
        }
    }
}"
Interact with vis,16,131,76.48311666647594,"{
    ""action"": ""tabdoc:clear-legend-selection"",
    ""timestamp"": 1410133724.411,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ],
        ""worksheet"": ""Length of Delays Map"",
        ""dashboard"": ""Dashboard 3"",
        ""legend-type"": ""size""
    }
}"
Edit story or dashboard,15,132,76.54536666472752,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133728.146,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 382,
            ""x"": 927
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""6"",
        ""grab-location"": {
            ""y"": 380,
            ""x"": 925
        }
    }
}"
Edit story or dashboard,15,133,76.60361666679383,"{
    ""action"": ""tabdoc:toggle-freeform-zone"",
    ""timestamp"": 1410133731.641,
    ""parameters"": {
        ""zone-id"": ""7""
    }
}"
Edit story or dashboard,15,134,76.64340000152588,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133734.028,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 500,
            ""x"": 913
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""7"",
        ""grab-location"": {
            ""y"": 165,
            ""x"": 885
        }
    }
}"
Interact with vis,16,135,76.7011333346367,"{
    ""action"": ""tabdoc:select-legend-item"",
    ""timestamp"": 1410133737.492,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[avg:DepDelay:qk]""
        ],
        ""worksheet"": ""Length of Delays Map"",
        ""dashboard"": ""Dashboard 3"",
        ""legend-type"": ""size""
    }
}"
Edit story or dashboard,15,136,76.73461666504542,"{
    ""action"": ""tabdoc:move-free-form-zone"",
    ""timestamp"": 1410133739.501,
    ""parameters"": {
        ""y"": ""383"",
        ""h"": ""151"",
        ""zone-id"": ""6"",
        ""w"": ""140"",
        ""x"": ""849""
    }
}"
Edit story or dashboard,15,137,76.79569999774297,"{
    ""action"": ""tabdoc:move-free-form-zone"",
    ""timestamp"": 1410133743.166,
    ""parameters"": {
        ""y"": ""383"",
        ""h"": ""119"",
        ""zone-id"": ""6"",
        ""w"": ""140"",
        ""x"": ""849""
    }
}"
Rename sheet,6,138,77.07391666571299,"{
    ""action"": ""tabdoc:rename-sheet"",
    ""timestamp"": 1410133759.859,
    ""parameters"": {
        ""set-active"": ""false"",
        ""sheet"": ""Length of Delays Map"",
        ""new-sheet"": ""Length of Delays""
    }
}"
Rename sheet,6,139,77.29100000063578,"{
    ""action"": ""tabui:rename-sheet-ui"",
    ""timestamp"": 1410133772.884
}"
Rename sheet,6,140,77.49024999936422,"{
    ""action"": ""tabdoc:rename-sheet"",
    ""timestamp"": 1410133784.839,
    ""parameters"": {
        ""set-active"": ""false"",
        ""sheet"": ""Number of Delays Map"",
        ""new-sheet"": ""Number of Delays""
    }
}"
Rename sheet,6,141,77.57193333307902,"{
    ""action"": ""tabdoc:rename-sheet"",
    ""timestamp"": 1410133789.74,
    ""parameters"": {
        ""set-active"": ""false"",
        ""sheet"": ""Dashboard 3"",
        ""new-sheet"": ""Delay Maps""
    }
}"
Rename sheet,6,142,77.9621000011762,"{
    ""action"": ""tabdoc:rename-sheet"",
    ""timestamp"": 1410133813.15,
    ""parameters"": {
        ""set-active"": ""false"",
        ""sheet"": ""Dashboard 1"",
        ""new-sheet"": ""Delays over Month""
    }
}"
Rename sheet,6,143,78.11643333435059,"{
    ""action"": ""tabdoc:rename-sheet"",
    ""timestamp"": 1410133822.41,
    ""parameters"": {
        ""set-active"": ""false"",
        ""sheet"": ""Dashboard 2"",
        ""new-sheet"": ""Flights Over Month vs. Week""
    }
}"
Rename sheet,6,144,78.28961666822434,"{
    ""action"": ""tabdoc:rename-sheet"",
    ""timestamp"": 1410133832.801,
    ""parameters"": {
        ""set-active"": ""false"",
        ""sheet"": ""Flights Over Month vs. Week"",
        ""new-sheet"": ""Flights over Month vs. Week""
    }
}"
Interact with vis,16,145,78.3996000011762,"{
    ""action"": ""tabdoc:highlight"",
    ""timestamp"": 1410133839.4,
    ""parameters"": {
        ""brush-legends"": ""false"",
        ""worksheet"": ""September Flights"",
        ""target-exclude"": [
            ""September Dep Delays""
        ],
        ""selector"": {},
        ""dashboard"": ""Delays over Month"",
        ""target-sheet"": ""Delays over Month"",
        ""special-fields"": ""all""
    }
}"
Annotate vis,8,146,78.48848333358765,"{
    ""action"": ""tabui:view-legend"",
    ""timestamp"": 1410133844.733,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[:Measure Names]""
        ],
        ""legend-type"": ""color""
    }
}"
Edit story or dashboard,15,147,78.48848333358765,"{
    ""action"": ""tabdoc:show-legend-on-dashboard"",
    ""timestamp"": 1410133844.733,
    ""parameters"": {
        ""zone-param"": ""[textscan.41886.512368854200].[:Measure Names]"",
        ""show-legend"": ""true"",
        ""legend-type"": ""color""
    }
}"
Edit story or dashboard,15,148,78.56298333406448,"{
    ""action"": ""tabdoc:toggle-freeform-zone"",
    ""timestamp"": 1410133849.203,
    ""parameters"": {
        ""zone-id"": ""8""
    }
}"
Edit story or dashboard,15,149,78.64903333187104,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133854.366,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 373,
            ""x"": 840
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""8"",
        ""grab-location"": {
            ""y"": 68,
            ""x"": 805
        }
    }
}"
Interact with vis,16,150,78.73111666440964,"{
    ""action"": ""tabdoc:select-legend-item"",
    ""timestamp"": 1410133859.291,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[:Measure Names]""
        ],
        ""worksheet"": ""September Dep Delays"",
        ""dashboard"": ""Delays over Month"",
        ""legend-type"": ""color""
    }
}"
Edit story or dashboard,15,151,78.7734833319982,"{
    ""action"": ""tabdoc:toggle-freeform-zone"",
    ""timestamp"": 1410133861.833,
    ""parameters"": {
        ""zone-id"": ""6""
    }
}"
Edit story or dashboard,15,152,78.8683166662852,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133867.523,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 33,
            ""x"": 921
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""6"",
        ""grab-location"": {
            ""y"": 23,
            ""x"": 807
        }
    }
}"
Interact with vis,16,153,78.88581666549047,"{
    ""action"": ""tabdoc:select-legend-item"",
    ""timestamp"": 1410133868.573,
    ""parameters"": {
        ""legend-names"": [
            ""[textscan.41886.512368854200].[:Measure Names]""
        ],
        ""worksheet"": ""September Flights"",
        ""dashboard"": ""Delays over Month"",
        ""legend-type"": ""color""
    }
}"
Edit story or dashboard,15,154,78.95994999806086,"{
    ""action"": ""tabdoc:move-zone"",
    ""timestamp"": 1410133873.021,
    ""parameters"": {
        ""drop-location"": {
            ""y"": 576,
            ""x"": 886
        },
        ""add-as-floating"": ""true"",
        ""zone-id"": ""8"",
        ""grab-location"": {
            ""y"": 374,
            ""x"": 850
        }
    }
}"
Manage or edit data,11,155,84.79709999958673,"{
    ""action"": ""tabui:view-data"",
    ""timestamp"": 1410134223.25,
    ""parameters"": {
        ""worksheet"": ""Length of Delays"",
        ""dashboard"": ""Delay Maps""
    }
}"
Manage or edit data,11,156,85.1258666674296,"{
    ""action"": ""tabui:view-data"",
    ""timestamp"": 1410134242.976,
    ""parameters"": {
        ""worksheet"": ""Length of Delays"",
        ""dashboard"": ""Delay Maps""
    }
}"
New sheet or dashboard,4,157,91.34231666723888,"{
    ""action"": ""tabui:new-worksheet-ui"",
    ""timestamp"": 1410134615.963,
    ""parameters"": {
        ""position"": ""9""
    }
}"
Start up or exit app,9,158,93.04878333409627,"{
    ""action"": ""tabui:exit-application"",
    ""timestamp"": 1410134718.351
}"
